id,download_count,gutenberg_id,media_type,title
35641,13,35641,Text,Uncanny Tales
35642,6,35642,Text,"The Bible in Spain, Vol. 1 [of 2]: Or, the Journeys, Adventures, and Imprisonments of an Englishman in an Attempt to Circulate the Scriptures in the Peninsula"
35643,20,35643,Text,Les grandes chroniques de France (3/6): selon que elles sont conservées en l'Eglise de Saint-Denis
35644,5,35644,Text,The Taming of the Jungle
35645,6,35645,Text,"The Cavaliers of Virginia, vol. 1 of 2: or, The Recluse of Jamestown; An historical romance of the Old Dominion"
35646,30,35646,Text,"Hand-Book of Practical Cookery, for Ladies and Professional Cooks: Containing the Whole Science and Art of Preparing Human Food"
35647,11,35647,Text,The Canadian Portrait Gallery - Volume 3 (of 4)
35648,7,35648,Text,Mayne Reid: A Memoir of his Life
35649,13,35649,Text,The Lost Mountain: A Tale of Sonora
35650,22,35650,Text,"A Treatise on the Police of the Metropolis: Containing a Detail of the Various Crimes and Misdemeanors by which Public and Private Property and Security are, at Present, Injured and Endangered: and Suggesting Remedies for their Prevention"
35651,16,35651,Text,Inselwelt. Erster Band. Indische Skizzen
35652,8,35652,Text,"Rick Dale, A Story of the Northwest Coast"
35653,2,35653,Text,Unlucky: A Fragment of a Girl's Life
35654,3,35654,Text,The Stars in the Pool: A Prose Poem for Lovers
35655,9,35655,Text,Η ολοκαύτωσις του Αρκαδίου
35656,1,35656,Text,Risto Rytkönen
35657,6,35657,Text,Eaux printanières
35658,53,35658,Text,Voyages from Montreal Through the Continent of North America to the Frozen and Pacific Oceans in 1789 and 1793. Vol. I
35659,24,35659,Text,Voyages from Montreal Through the Continent of North America to the Frozen and Pacific Oceans in 1789 and 1793. Vol. II
35662,4,35662,Text,"The Slavery Question: Speech of Hon. John M. Landrum, of La., Delivered in the House of Representatives, April 27, 1860"
35663,5,35663,Text,"Two Addresses: One, to the Gentlemen of Whitby, Who Signed the Requisition, Calling a Meeting to Address the Queen, on the Late (So Called) Aggression of the Pope: and the Other, to the Protestant Clergy"
35664,46,35664,Text,Titan: A Romance. v. 1 (of 2)
35665,2,35665,Text,"Punch, or the London Charivari, Volume 105, July 8th 1893"
35666,1,35666,Text,"Punch, or the London Charivari, Volume 105, July 15th 1893"
35667,103,35667,Text,Sour Grapes: A Book of Poems
35668,5,35668,Text,The Struggle between President Johnson and Congress over Reconstruction
35669,1,35669,Text,The Falls of Niagara and Other Famous Cataracts
35670,10,35670,Text,No Quarter!
35671,23,35671,Text,The Messenger
35672,4,35672,Text,'Gloria Victis!' A Romance
35673,3,35673,Text,Our Own Set: A Novel
35674,9,35674,Text,Walks and Words of Jesus: A Paragraph Harmony of the Four Evangelists
35675,10,35675,Text,Peeps at People
35676,13,35676,Text,"The Bible in Spain, Vol. 2 [of 2]: Or, the Journeys, Adventures, and Imprisonments of an Englishman in an Attempt to Circulate the Scriptures in the Peninsula"
35677,95,35677,Text,"Education in the Home, the Kindergarten, and the Primary School"
35678,21,35678,Text,France
35679,41,35679,Text,Pieces of Hate; And Other Enthusiasms
35680,14,35680,Text,One Year Abroad
35681,13,35681,Text,Psycho-Phone Messages
35682,8,35682,Text,Chapters of Bible Study: A Popular Introduction to the Study of the Sacred Scriptures
35683,25,35683,Text,"Association Football, and How To Play It"
35684,15,35684,Text,At Large
35685,95,35685,Text,"Man, Past and Present"
35686,19,35686,Text,Mississippi Outlaws and the Detectives: Don Pedro and the Detectives; Poisoner and the Detectives
35687,8,35687,Text,History of American Socialisms
35688,432,35688,Text,"Alice in Wonderland: A Dramatization of Lewis Carroll's ""Alice's Adventures in Wonderland"" and ""Through the Looking Glass"""
35689,22,35689,Text,Anti-Suffrage Essays
35690,554,35690,Text,Omens and Superstitions of Southern India
35691,15,35691,Text,The Late Tenant
35692,10,35692,Text,"The History of Company A, Second Illinois Cavalry"
35693,13,35693,Text,"History of American Abolitionism: Its four great epochs, embracing narratives of the ordinance of 1787, compromise of 1820, annexation of Texas, Mexican war, Wilmot proviso, negro insurrections, abolition riots, slave rescues, compromise of 1850, Kansas bill of 1854, John Brown insurrection, 1859, valuable statistics, &c., &c., &c., together with a history of the Southern Confederacy."
35694,4,35694,Text,Voices; Birth-Marks; The Man and the Elephant
35695,14,35695,Text,The Allied Countries and the Jews
35696,9,35696,Text,What I know of farming:: a series of brief and plain expositions of practical agriculture as an art based upon science
35697,10,35697,Text,"Historical sketch of the Fifteenth Regiment, New Jersey Volunteers: First Brigade, First Division, Sixth Corps"
35698,174,35698,Text,Letters of John Keats to His Family and Friends
35699,7,35699,Text,Fontainbleau; a comic opera. In three acts
35700,25,35700,Text,"My Cave Life in Vicksburg, with Letters of Trial and Travel"
35701,1,35701,Text,Sekavia solmuja: Huvinäytelmä 3:ssa näytöksessä
35702,20,35702,Text,The White Gauntlet
35703,9,35703,Text,Four and Twenty Beds
35704,54,35704,Text,Wonder Stories: The Best Myths for Boys and Girls
35705,8,35705,Text,The Spanish Cavalier: A Story of Seville
35706,17,35706,Text,All the Days of My Life: An Autobiography: The Red Leaves of a Human Heart
35707,34,35707,Text,Popular Rhymes and Nursery Tales: A Sequel to the Nursery Rhymes of England
35708,7,35708,Text,"A Character of King Charles the Second: And Political, Moral and Miscellaneous Thoughts and Reflections"
35709,60,35709,Text,Making Your Camera Pay
35710,10,35710,Text,Claimants to Royalty
35711,25,35711,Text,"The myth of the Jewish menace in world affairs: or, The truth about the forged protocols of the elders of Zion"
35712,30,35712,Text,Wake-Robin
35713,0,35713,Text,"Punch, or the London Charivari, Volume 105, July 29th 1893"
35714,6,35714,Text,"How She Felt in Her First Corset, and Other Poems"
35715,7,35715,Text,The Early History of the Colonial Post-Office
35716,7,35716,Text,Ricordi di un garibaldino dal 1847-48 al 1900. vol. II
35717,3,35717,Text,Luttrell Of Arran
35718,9,35718,Text,Clotilde
35719,17,35719,Text,"The History of the Five Indian Nations of Canada: Which are dependent on the Province of New-York, and are a barrier between the English and the French in that part of the world"
35720,3,35720,Text,"Papers Relating to an Act of the Assembly of the Province of New-York: For encouragement of the Indian trade, &c. and for prohibiting the selling of Indian goods to the French, viz. of Canada"
35721,22,35721,Text,Shakespeare and Music
35722,211,35722,Text,"Ontology, or the Theory of Being"
35723,5,35723,Text,Artist and Model (The Divorced Princess)
35724,123,35724,Text,13 Days: The Chronicle of an Escape from a German Prison
35725,33,35725,Text,The Wound Dresser: A Series of Letters Written from the Hospitals in Washington during the War of the Rebellion
35726,1,35726,Text,The United States and the War
35727,4,35727,Text,Her Infinite Variety
35728,1,35728,Text,"Motor Boat Boys on the St. Lawrence: Or, Solving the Mystery of the Thousand Islands"
37127,11,37127,Text,Lives of the Fur Folk
35729,7,35729,Text,"Peggy Parsons, a Hampton Freshman"
35730,6,35730,Text,Peggy Parsons at Prep School
35731,2,35731,Text,"Blackwood's Edinburgh Magazine, Volume 60, No. 370, August 1846"
35732,7,35732,Text,Histoire littéraire d'Italie (5/9)
35733,15,35733,Text,"Leigh Hunt's Relations with Byron, Shelley and Keats"
35734,3,35734,Text,"Punch, or The London Charivari, Volume 105, July 22nd, 1893"
35735,36,35735,Text,The Gnostic Crucifixion
35909,8,35909,Text,Indian Legends Retold
35736,31,35736,Text,"Life and Death, and Other Legends and Stories"
35737,10,35737,Text,"The Little Treasure of Prayers: Being a Translation of the Epitome from the German Larger ""Treasure of Prayers"" [""Gebets-Schatz""] of the Evangelical Lutheran Church"
35738,50,35738,Text,The Chronicle of the Discovery and Conquest of Guinea. Vol. I
35739,9,35739,Text,"The American Quarterly Review, No. 18, June 1831 (Vol 9)"
35740,21,35740,Text,The Game and the Candle
35741,10,35741,Text,Kunstenaarsleven te Parijs: Roman uit het Bohème-leven
35742,124,35742,Text,American Leaders and Heroes: A preliminary text-book in United States History
35743,7,35743,Text,Tri unuaktaj komedioj
35744,54,35744,Text,The gradual acceptance of the Copernican theory of the universe
35745,10,35745,Text,The Religion of the Indians of California
35746,4,35746,Text,"The Pearl of Peace; or, The Little Peacemaker"
35747,74,35747,Text,"Encyclopaedia Britannica, 11th Edition, ""Fleury, Claude"" to ""Foraker"": Volume 10, Slice 5"
35748,6,35748,Text,Christian Phrenology: A Guide to Self-Knowledge
35749,5,35749,Text,The Adventures of Fleet Foot and Her Fawns: A True-to-Nature Story for Children and Their Elders
35750,44,35750,Text,History of Roman Literature from its Earliest Period to the Augustan Age. Vol. I
35751,20,35751,Text,History of Roman Literature from its Earliest Period to the Augustan Age. Vol. II
35752,67,35752,Text,"Blacker's Art of Fly Making, &c.: Comprising Angling, & Dyeing of Colours, with Engravings of Salmon & Trout Flies"
35753,25,35753,Text,War Posters Issued by Belligerent and Neutral Nations 1914-1919
35754,6,35754,Text,"Mémoire sur l'origine Japonaise, Arabe et Basque de la civilisation des peuples du plateau de Bogota"
35755,3,35755,Text,"The Knight Of Gwynne, Vol. 1 (of 2)"
35756,5,35756,Text,"The Knight Of Gwynne, Vol. 2 (of 2)"
35757,18,35757,Text,Our Katie
35758,17,35758,Text,Nixchen. Ein Beitrag zur Psychologie der höheren Tochter
35759,36,35759,Text,Security Risk
35760,73,35760,Text,Marriage and Divorce Laws of the World
35761,12,35761,Text,The Man Who Pleases and the Woman Who Charms
35762,41,35762,Text,Memórias
35763,10,35763,Text,"The Discovery of America by the Northmen, 985-1015"
35764,26,35764,Text,The Chronicle of the Discovery and Conquest of Guinea. Vol. II
35765,12,35765,Text,Lily Pearl and The Mistress of Rosedale
35766,4,35766,Text,Christine
35767,0,35767,Text,Saloilta ja vesiltä: Metsästys- ja pyyntiretkiä
35768,7,35768,Text,Joseph Bonaparte: Makers of History
35769,1,35769,Text,"Dilemmas of Pride, (Vol 1 of 3)"
35770,10,35770,Text,The Hero
35771,12,35771,Text,When the Ku Klux Rode
35772,14,35772,Text,Religion and Science from Galileo to Bergson
35773,11,35773,Text,Violet: A Fairy Story
35774,19,35774,Text,A New Voyage Round the World by a Course Never Sailed Before
35775,3,35775,Text,First Person Paramount
35776,3,35776,Text,The Way of the Strong
35777,1,35777,Text,Governor Winthrop's Return to Boston: An Interview with a Great Character
35778,2,35778,Text,The MS. in a Red Box
35779,2,35779,Text,"The Cornflower, and Other Poems"
35780,2,35780,Text,"Two Fishers, and Other Poems"
35781,8,35781,Text,The Deemster
35782,5,35782,Text,The Second String
35783,14,35783,Text,Mornings at Bow Street: A Selection of the Most Humorous and Entertaining Reports which Have Appeared in the 'Morning Herald'
35784,19,35784,Text,Gwen Wynn: A Romance of the Wye
35785,8,35785,Text,The Hills of Refuge: A Novel
35786,12,35786,Text,She's All the World to Me
35787,12,35787,Text,Plain Mary Smith: A Romance of Red Saunders
35788,2,35788,Text,"Tales from ""Blackwood,"" Volume 8"
35789,40,35789,Text,Συμπόσιον : ή περί έρωτος
35790,12,35790,Text,"A Fantasy of Far Japan; Or, Summer Dream Dialogues"
35791,14,35791,Text,Babylonian-Assyrian Birth-Omens and Their Cultural Significance
35792,63,35792,Text,"Renaissance in Italy, Volume 4 (of 7): Italian Literature, Part 1"
35793,29,35793,Text,Seeing Things at Night
35794,198,35794,Text,Märchen und Erzählungen für Anfänger. Erster Teil
35795,32,35795,Text,Gedichte und Sprüche in Auswahl
35796,6,35796,Text,I Walked in Arden
35797,75,35797,Text,Studien und Plaudereien im Vaterland. Second Series
35798,4,35798,Text,"L'Illustration, No. 3256, 22 Juillet 1905"
35799,18,35799,Text,Caos del Triperuno: Opere Italiane Vol. 1
35800,5,35800,Text,A «San Francisco» : Un atto
35801,10,35801,Text,'O voto: Scene popolari napoletane in tre atti
35802,9,35802,Text,Lusitania: Canti popolari portoghesi
35803,62,35803,Text,De Latino sine Flexione; Principio de Permanentia
35804,26,35804,Text,Cappidazzu paga tuttu: Teatro dialettale siciliano volume settimo
35805,8,35805,Text,Rose of Dutcher's Coolly
35806,41,35806,Text,Niederländische Volkslieder
35807,17,35807,Text,Non-combatants and Others
35808,10,35808,Text,The Boy Scouts of the Air in Indian Land
35809,7,35809,Text,Rulers of India: The Earl of Mayo
35810,4,35810,Text,"Captain Kyd; or, The Wizard of the Sea. Vol. II"
35811,19,35811,Text,Matelda and the Cloister of Hellfde: Extracts from the Book of Matilda of Magdeburg
35812,5,35812,Text,Charles Gounod: Autobiographical Reminiscences with Family Letters and Notes on Music
35813,19,35813,Text,Aspects and Impressions
35814,3,35814,Text,"L'Illustration, No. 3258, 5 Août 1905"
35815,122,35815,Text,The International Auxiliary Language Esperanto: Grammar & Commentary
35816,36,35816,Text,"The Philippine Agricultural Review. Vol. VIII, First Quarter, 1915 No. 1"
35817,6,35817,Text,Tradicions religiosas de Catalunya
35818,16,35818,Text,Doors of the Night
35819,12,35819,Text,Lonesome Town
35820,22,35820,Text,Granny's Wonderful Chair & Its Tales of Fairy Times
35821,8,35821,Text,"Leo the Circus Boy; or, Life under the great white canvas"
35822,8,35822,Text,That Little Girl of Miss Eliza's: A Story for Young People
35823,8,35823,Text,The Secret of the Reef
35824,19,35824,Text,All about the Klondyke gold mines
35825,21,35825,Text,Les grotesques de la musique
35826,15,35826,Text,Die doppelköpfige Nymphe: Aufsätze über die Literatur und die Gegenwart
35827,8,35827,Text,"L'Illustration, No. 3259, 12 Août 1905"
35828,8,35828,Text,By Wit of Woman
35829,78,35829,Text,The 2009 CIA World Factbook
35830,638,35830,Text,The 2010 CIA World Factbook
35831,7,35831,Text,"The Outdoor Chums on a Houseboat; Or, The Rivals of the Mississippi"
35832,0,35832,Text,Passaripoika : Näytelmä 1:ssä näytöksessä
35833,53,35833,Text,The Black Star: A Detective Story
35834,8,35834,Text,The Dust of Conflict
35835,13,35835,Text,History of Prince Edward Island
35836,4,35836,Text,The Bail Jumper
35837,4,35837,Text,Joan of Arc: A Play in Five Acts
35838,2,35838,Text,Five Natural Hybrid Combinations in Minnows (Cyprinidae)
35839,2,35839,Text,An Examination of President Edwards' Inquiry into the Freedom of the Will
35840,6,35840,Text,Francois De Bienville: Scènes de la Vie Canadienne au XVII siècle
35841,7,35841,Text,"The Last Laird of MacNab: An Episode in the Settlement of MacNab Township, Upper Canada"
35842,30,35842,Text,Microscopes and Accessory Apparatus: Catalogue No. 40
35843,109,35843,Text,"The New Gresham Encyclopedia. Deposition to Eberswalde: Volume 4, Part 1"
35844,65,35844,Text,"The New Gresham Encyclopedia. Ebert to Estremadura: Volume 4, Part 2"
35845,89,35845,Text,"The New Gresham Encyclopedia. Estremoz to Felspar: Volume 4, Part 3"
35846,18,35846,Text,Ekkehard: A Tale of the Tenth Century. Vol. I (of II)
35847,12,35847,Text,Ekkehard: A Tale of the Tenth Century. Vol. II (of II)
35848,23,35848,Text,Gaudeamus! Humorous Poems
35849,15,35849,Text,An Old Story of My Farming Days Vol. 1 (of 3).: (Ut Mine Stromtid)
35850,9,35850,Text,An Old Story of My Farming Days Vol. 2 (of 3).: (Ut Mine Stromtid)
35851,3,35851,Text,An Old Story of My Farming Days Vol. 3 (of 3).: (Ut Mine Stromtid)
35852,4,35852,Text,In the Year '13: A Tale of Mecklenburg Life
35853,109,35853,Text,Japanese Fairy Tales
35854,7,35854,Text,Un Pélerin d'Angkor
35855,24,35855,Text,Studies in the Out-Lying Fields of Psychic Science
35856,191,35856,Text,The Religions of Ancient Egypt and Babylonia
35857,7,35857,Text,"The Motor Maids by Rose, Shamrock and Thistle"
35858,9,35858,Text,Bill Bolton—Flying Midshipman
35859,12,35859,Text,Aunt Jane's Nieces on the Ranch
35860,15,35860,Text,Essays
35861,47,35861,Text,Congressional Government: A Study in American Politics
35862,63,35862,Text,Celtic Folk and Fairy Tales
35863,23,35863,Text,The Pocahontas-John Smith Story
35864,9,35864,Text,"Charles Lever, His Life in His Letters, Vol. I"
35865,3,35865,Text,"Charles Lever, His Life in His Letters, Vol. II"
35866,14,35866,Text,"""I Conquered"""
35867,4,35867,Text,"Tales from ""Blackwood,"" Volume 9"
35868,15,35868,Text,Bulalakaw ng Pag-asa
35869,1,35869,Text,Kaukaisesta lännestä: Kolme kertomusta
35870,0,35870,Text,Letter to the Right Honourable Lord Viscount Melbourne on the Cause of the Higher Average Price of Grain in Britain than on the the Continent
35871,8,35871,Text,"L'Illustration, No. 3260, 19 Août 1905"
35872,9,35872,Text,Cuba Past and Present
35873,13,35873,Text,"Henry Martyn, Saint and Scholar: First Modern Missionary to the Mohammedans, 1781-1812"
35874,22,35874,Text,Mr. Punch in Bohemia
35875,79,35875,Text,Reflections on War and Death
35876,5,35876,Text,L'esquisse mystérieuse
35877,170,35877,Text,Group Psychology and The Analysis of The Ego
35878,26,35878,Text,Les Troubadours: Leurs vies — leurs oeuvres — leur influence
35879,21,35879,Text,The Rotifers
35880,9,35880,Text,"L'Illustration, No. 3261, 26 Août 1905"
35881,14,35881,Text,Verloving en Huwelijk in vroeger dagen
35882,31,35882,Text,A vuela pluma: colección de artículos literarios y políticos
35883,9,35883,Text,War Inconsistent with the Religion of Jesus Christ
35884,2,35884,Text,"John Patrick, Third Marquess of Bute, K.T. (1847-1900), a Memoir"
35885,16,35885,Text,"Jeanne d'Arc, de maagd van Orléans"
35886,4,35886,Text,Det stille Vand: En Fortælling om Ungdom
35887,11,35887,Text,Een Zwerver Verliefd
35888,11,35888,Text,Notes and Letters on the Natural History of Norfolk: More Especially on the Birds and Fishes
35889,8,35889,Text,Seed-time and Harvest: A Novel
35890,23,35890,Text,"Letters on the Improvement of the Mind, Addressed to a Lady"
35891,47,35891,Text,Humours of Irish Life
35892,15,35892,Text,Feats on the Fiord
35893,4,35893,Text,"The Irish Ecclesiastical Record, Volume 1, January 1865"
35894,6,35894,Text,"Practical Politics; or, the Liberalism of To-day"
35895,131,35895,Text,"The Gospel of Buddha, Compiled from Ancient Records"
35896,3,35896,Text,The Great Captain: A Story of the Days of Sir Walter Raleigh
35897,4,35897,Text,"L'Illustration, No. 3262, 2 Septembre 1905"
35898,719,35898,Text,The Seven Lamps of Architecture
35899,119,35899,Text,The Philippines a Century Hence
35900,18,35900,Text,The River-Names of Europe
35901,18,35901,Text,Heriot's Choice: A Tale
35902,9,35902,Text,"Final Proof; Or, The Value of Evidence"
35903,10,35903,Text,Rose Leaf and Apple Leaf
35904,9,35904,Text,The Five Arrows
35905,25,35905,Text,Cosas nuevas y viejas (apuntes sevillanos)
35906,7,35906,Text,"The Orpheus C. Kerr Papers, Series 1"
35907,8,35907,Text,"Love, Worship and Death: Some Renderings from the Greek Anthology"
35908,3,35908,Text,"L'Illustration, No. 3263, 9 Septembre 1905"
35910,14,35910,Text,Jovinian: A Story of the Early Days of Papal Rome
35911,27,35911,Text,Odd People: Being a Popular Description of Singular Races of Man
35912,8,35912,Text,The Finger of Fate: A Romance
35913,13,35913,Text,The Child Wife
35914,16,35914,Text,Garibaldi
35915,47,35915,Text,American Indians
35916,127,35916,Text,A History of the Growth of the Steam-Engine
35917,9,35917,Text,Rikke-tikke-tak
35918,12,35918,Text,Dry Fish and Wet: Tales from a Norwegian Seaport
35919,19,35919,Text,Les cahiers du Capitaine Coignet (1799-1815)
35920,63,35920,Text,The Sea Lady
35921,8,35921,Text,"Louisville, Ky. after the Cyclone, March 27, 1890"
35922,8,35922,Text,"Victorian Ode for Jubilee Day, 1897"
35923,0,35923,Text,Ilolaulu Jesuksesta
35924,23,35924,Text,Hermaphrodisie en Uranisme
35925,37,35925,Text,"Encyclopaedia Britannica, 11th Edition, ""Foraminifera"" to ""Fox, Edward"": Volume 10, Slice 6"
35926,14,35926,Text,"The Girl from Alsace: A Romance of the Great War, Originally Published under the Title of Little Comrade"
35927,9,35927,Text,A Romance of Toronto (Founded on Fact): A Novel
35928,3,35928,Text,A Syrup of the Bees
35929,2,35929,Text,"L'Illustration, No. 3264, 16 Septembre 1905"
35930,22,35930,Text,Bevis: The Story of a Boy
35931,7,35931,Text,Sir Noel's Heir: A Novel
35932,16,35932,Text,Inquiry Into the Origin and Course of Political Parties in the United States
35933,6,35933,Text,A Month in Yorkshire
35934,15,35934,Text,"The Life, Letters and Work of Frederic Leighton. Volume I"
35935,40,35935,Text,"The Life, Letters and Work of Frederic Leighton. Volume II"
35936,17,35936,Text,Mesa Verde [Colorado] National Park
35937,115,35937,Text,Are the Planets Inhabited?
35938,8,35938,Text,"L'Illustration, No. 3265, 23 Septembre 1905"
35939,18,35939,Text,Beobachtungen über Oesterreichs Aufklärung und Litteratur
35940,13,35940,Text,"The Golden Galleon: Being a Narrative of the Adventures of Master Gilbert Oglander, and of how, in the Year 1591, he fought under the gallant Sir Richard Grenville in the Great Sea-fight off Flores, on board her Majesty's Ship the Revenge"
35941,3,35941,Text,The Life of Saint Monica
35942,19,35942,Text,The Siege of the Seven Suitors
35943,3,35943,Text,"That Unfortunate Marriage, Vol. 1"
35944,2,35944,Text,"That Unfortunate Marriage, Vol. 2"
35945,2,35945,Text,"That Unfortunate Marriage, Vol. 3"
35946,2,35946,Text,"True, and Other Stories"
35947,8,35947,Text,Assunta Spina: In due atti
35948,22,35948,Text,"The Campaner Thal, and Other Writings"
35949,24,35949,Text,The Girl in Her Teens
35950,79,35950,Text,Lives of Poor Boys Who Became Famous
35951,4,35951,Text,Jacques Ortis; Les fous du docteur Miraglia
35952,10,35952,Text,The Sun Dance of the Blackfoot Indians
35953,4,35953,Text,Pope Pius the Tenth
35954,11,35954,Text,The Handbook to the Rivers and Broads of Norfolk & Suffolk
35955,4,35955,Text,"L'Illustration, No. 3266, 30 Septembre 1905"
35956,5,35956,Text,A Northern Countryside
35957,3,35957,Text,The Go Ahead Boys in the Island Camp
35958,5,35958,Text,"A Review of Edwards's ""Inquiry into the Freedom of the Will"""
35959,6,35959,Text,"The Widow's Vow: A Farce, in Two Acts"
35960,33,35960,Text,The Lure of the Camera
35961,26,35961,Text,The Inconstant
35962,16,35962,Text,"Socialism, Revolution and Internationalism"
35963,58,35963,Text,"Courtship and Marriage, and the Gentle Art of Home-Making"
35964,8,35964,Text,The Go Ahead Boys and the Mysterious Old House
35965,13,35965,Text,"Abroad at Home: American Ramblings, Observations, and Adventures of Julian Street"
35966,8,35966,Text,Loveliness: A Story
35967,21,35967,Text,Das Problem des platonischen Symposion.
35968,8,35968,Text,A Check-List of the Birds of Idaho
35969,45,35969,Text,Les mille et une nuits: contes choisis
35970,1,35970,Text,Valo tulee! Näytelmä 1:ssä näytöksessä
35971,154,35971,Text,"Traité élémentaire de la peinture,: avec 58 figures d'après les dessins originaux de Le Poussin, dont 34 en taille-douce"
35972,26,35972,Text,For the School Colours
35973,6,35973,Text,"Little Pills, an Army Story: Being Some Experiences of a United States Army Medical Officer on the Frontier Nearly a Half Century Ago"
35974,7,35974,Text,Corianton: A Nephite Story
35975,34,35975,Text,"Book of Etiquette, Volume I"
35976,37,35976,Text,"Ku Klux Klan Secrets Exposed: Attitude toward Jews, Catholics, Foreigners and Masons. Fraudulent Methods Used. Atrocities Committed in Name of Order."
35977,439,35977,Text,"Letters of Abelard and Heloise: To which is prefix'd a particular account of their lives, amours, and misfortunes"
35978,13,35978,Text,Ο Πεντάρφανος
35979,11,35979,Text,Le Bossu Volume 6: Aventures de cape et d'épée
35980,8,35980,Text,"From the Easy Chair, Volume 2"
35981,10,35981,Text,La kolomba premio
35982,1,35982,Text,A ultima ceia do Doutor Fausto
35983,5,35983,Text,"Little Nettie; or, Home Sunshine"
35984,4,35984,Text,"Blackwood's Edinburgh Magazine, Volume 60, No. 369, July 1846"
35985,8,35985,Text,Amy in Acadia: A Story for Girls
35986,18,35986,Text,Histoire de Édouard Manet et de son oeuvre
35987,14,35987,Text,The Radio Boys' Search for the Inca's Treasure
37128,84,37128,Text,Kleine Dichtungen
35988,18,35988,Text,"L'Illustration, No. 3267, 7 Octobre 1905"
35989,66,35989,Text,Browning and the Dramatic Monologue
35990,27,35990,Text,The Story of Lewis Carroll: Told for Young People by the Real Alice in Wonderland
35991,28,35991,Text,Domesday Book
35992,15,35992,Text,Memoirs of Orange Jacobs
35993,89,35993,Text,The History of Don Quixote de la Mancha
35994,39,35994,Text,Heroines That Every Child Should Know: Tales for Young People of the World's Heroines of All Ages
36083,6,36083,Text,The Lady of the Mount
35995,34,35995,Text,William Blake: A Critical Essay
35996,3,35996,Text,"The Dawn Patrol, and other poems of an aviator"
35997,804,35997,Text,The Jungle Book
35998,27,35998,Text,"Manual of the Enumeration: A Text Book on the Sciences of the Enumeration, Book one"
35999,32,35999,Text,Seelenverkäufer: Das Schicksal einer Deutsch-Amerikanerin
36000,8,36000,Text,The Boy Scouts Under Fire in Mexico
36001,0,36001,Text,Le transporté (2/4)
36002,26,36002,Text,Time in the Play of Hamlet
36003,41,36003,Text,"Degeneracy: Its Causes, Signs and Results"
36004,5,36004,Text,The Pullman Boycott: A Complete History of the R.R. Strike
36005,16,36005,Text,My Treasure
36006,4,36006,Text,"Diphtheria: how to recognize the disease, how to keep from catching it, how to treat those who do catch it"
36007,2,36007,Text,Ethel Morton and the Christmas Ship
36008,22,36008,Text,The Blue Rose Fairy Book
36009,29,36009,Text,A Book Written by the Spirits of the So-Called Dead
36010,7,36010,Text,Ethel Morton at Chautauqua
36011,33,36011,Text,"Œuvres de P. Corneille, Tome 03"
36012,12,36012,Text,"Prairie Smoke, a Collection of Lore of the Prairies"
36013,11,36013,Text,The Mysterious Sketch
36014,16,36014,Text,Notes on Old Edinburgh
36015,18,36015,Text,Little Miss Peggy: Only a Nursery Story
36016,28,36016,Text,The Prussian Terror
36017,21,36017,Text,"Oscar Wilde, a Critical Study"
36018,21,36018,Text,At Boarding School with the Tucker Twins
36019,1,36019,Text,Korven kaikuja: Hengellisiä lauluja
36020,497,36020,Text,"Slave Narratives: A Folk History of Slavery in the United States From Interviews with Former Slaves: Volume I, Alabama Narratives"
36021,63,36021,Text,The Negro in the United States; a selected bibliography. Compiled by Dorothy B. Porter
36022,124,36022,Text,"Slave Narratives: A Folk History of Slavery in the United States From Interviews with Former Slaves: Volume XIV, South Carolina Narratives, Part 3"
36023,4,36023,Text,E. P. Roe: Reminiscences of his Life
36024,17,36024,Text,North America
36025,21,36025,Text,Les grandes chroniques de France (4/6 ): selon que elles sont conservées en l'Eglise de Saint-Denis
36026,15,36026,Text,From Pillar to Post: Leaves from a Lecturer's Note-Book
36027,4,36027,Text,Silent Struggles
36028,56,36028,Text,Royal Highness
36029,6,36029,Text,A Speckled Bird
36030,6,36030,Text,"Captain Kyd; or, The Wizard of the Sea. Vol. I"
36031,4,36031,Text,"Proceedings of the Second National Conservation Congress at Saint Paul, September 5-8, 1910"
36032,22,36032,Text,The Great Steel Strike and its Lessons
36033,6,36033,Text,Overshadowed: A Novel
36034,470,36034,Text,"White Nights and Other Stories: The Novels of Fyodor Dostoevsky, Volume X"
36035,22,36035,Text,"St. Nicholas Vol. XIII, September, 1886, No. 11: An Illustrated Magazine for Young Folks"
36036,14,36036,Text,Metabolic Adaptation to Climate and Distribution of the Raccoon Procyon Lotor and Other Procyonidae
36037,5,36037,Text,Medical experts: Investigation of Insanity by Juries
36038,4,36038,Text,Fiscal Ballads
36039,53,36039,Text,"The Giant Crab, and Other Tales from Old India"
36040,2,36040,Text,George Sand
36041,6,36041,Text,"Corse de Leon; or, The Brigand: A Romance. Volume 1 (of 2)"
36042,0,36042,Text,The Cave by the Beech Fork: A Story of Kentucky—1815
36043,26,36043,Text,History of the Commune of 1871
36044,4,36044,Text,White Otter
36045,25,36045,Text,The Law and the Poor
36046,18,36046,Text,Vacation with the Tucker Twins
36047,7,36047,Text,The Red Debt: Echoes from Kentucky
36048,68,36048,Text,"Martine's Hand-book of Etiquette, and Guide to True Politeness"
36049,10,36049,Text,"Τίμαιος, Τόμος Β"
36050,2,36050,Text,Rodney Stone
36051,13,36051,Text,Colors of Life: Poems and Songs and Sonnets
36052,9,36052,Text,Little Jack Rabbit and Uncle John Hare
36053,6,36053,Text,Little Jack Rabbit and Chippy Chipmunk
