id,book_id,language_id
51782,12563,1
51783,12564,1
51784,12565,1
51785,12566,5
51786,12567,1
51787,12568,1
51788,12569,1
51789,12570,1
51790,12571,1
51791,12572,1
51792,12573,1
51793,12574,1
51794,12575,1
51795,12576,1
51796,12577,1
51797,12578,1
51798,12579,13
51799,12580,1
51800,12581,1
51801,12582,1
51802,12583,1
51803,12584,1
51804,12585,1
51805,12586,1
51806,12587,1
51807,12588,1
51808,12589,1
51809,12590,1
51810,12591,1
51811,12592,1
51812,12593,1
51813,12594,1
51814,12595,1
51815,12596,1
51816,12597,1
51817,12598,1
51818,12599,1
51819,12600,1
51820,12601,1
51821,12602,5
51822,12603,5
51823,12604,21
51824,12605,1
51825,12606,1
51826,12607,1
51827,12608,1
51828,12609,1
51829,12610,1
51830,12611,1
51831,12612,21
51832,12613,9
51833,12614,1
51834,12615,1
51835,12616,1
51836,12617,1
51837,12618,1
51838,12619,1
51839,12620,5
51840,12621,1
51841,12622,1
51842,12623,1
51843,12624,1
51844,12625,1
51845,12626,1
51846,12627,3
51847,12628,1
51848,12629,1
51849,12630,1
51850,12631,1
51851,12632,1
51852,12633,1
51853,12634,1
51854,12635,1
51855,12636,4
51856,12637,14
51857,12638,1
51858,12639,1
51859,12640,1
51860,12641,1
51861,12642,1
51862,12643,1
51863,12644,1
51864,12645,1
51865,12646,5
51866,12647,1
51867,12648,1
51868,12649,1
51869,12650,1
45149,5957,1
45150,5958,1
45151,5959,1
45152,5960,1
45153,5961,1
45154,5962,1
45155,5963,1
45156,5964,1
45157,5965,1
45158,5966,1
45159,5967,1
45160,5968,1
45161,5969,1
45162,5970,1
45163,5971,1
45164,5972,1
45165,5973,1
45166,5974,1
45167,5975,1
45168,5976,1
45169,5977,1
45170,5978,1
45171,5979,1
45172,5980,1
45173,5981,1
45174,5982,1
45175,5983,1
45176,5984,1
45177,5985,3
45178,5986,1
45179,5987,1
45180,5988,1
45181,5989,1
45182,5990,1
45183,5991,1
45184,5992,1
45185,5993,1
45186,5994,1
45187,5995,1
45188,5996,1
45189,5997,1
45190,5998,1
45191,5999,1
45192,6000,20
45193,6001,1
45194,6002,1
45195,6003,1
45196,6004,4
45197,6005,1
45198,6006,1
45199,6007,1
45200,6008,1
45201,6009,1
45202,6010,1
45203,6011,1
45204,6012,1
45205,6013,1
45206,6014,1
45207,6015,1
45208,6016,1
45209,6017,1
45210,6018,1
45211,6019,1
45212,6020,1
45213,6021,1
45214,6022,1
45215,6023,1
45216,6024,1
45217,6025,1
45218,6026,1
45219,6027,1
45220,6028,1
45221,6029,1
45222,6030,1
45223,6031,1
45224,6032,1
45225,6033,1
45226,6034,1
45227,6035,1
45228,6036,1
45229,6037,1
45230,6038,1
45231,6039,1
45232,6040,1
45233,6041,1
45234,6042,1
45235,6043,1
45236,6044,1
45237,6045,1
45238,6046,1
45239,6047,1
45240,6048,1
45241,6049,1
45242,6050,1
45243,6051,1
45244,6052,1
45245,6053,1
45246,6054,1
45247,6055,1
45248,6056,1
45249,6057,1
45250,6058,1
45251,6059,1
45252,6060,1
45253,6061,1
45254,6062,1
45255,6063,1
45256,6064,1
45257,6065,1
45258,6066,1
45259,6067,1
45260,6068,1
45261,6069,1
45262,6070,1
45263,6071,1
45264,6072,1
45265,6073,1
45266,6074,1
45267,6075,1
45268,6076,1
45269,6077,1
45270,6078,1
45271,6079,4
45272,6080,1
45273,6081,1
39164,2,1
39165,3,1
39166,4,1
39167,5,1
39168,6,1
39169,7,1
39170,8,1
39171,9,1
39172,10,1
39173,11,1
39174,12,1
39175,13,1
39176,14,1
39177,15,1
39178,16,1
39179,17,1
39180,18,1
39181,19,1
39182,20,1
39183,21,1
39184,22,1
39185,23,1
39186,24,1
39187,25,1
39188,26,1
39189,27,1
39190,28,1
39191,29,1
39192,30,1
39193,31,1
39194,32,1
39195,33,1
39196,34,1
39197,35,1
39198,36,1
39199,37,1
39200,38,1
39201,39,1
39202,40,1
39203,41,1
39204,42,1
39205,43,1
39206,44,1
39207,45,1
39208,46,1
39209,47,1
39210,48,1
39211,49,1
39212,50,1
39213,51,1
39214,52,1
39215,53,1
39216,54,1
39217,55,1
39218,56,1
39219,57,1
39220,58,1
39221,59,1
39222,60,1
39223,61,1
39224,62,1
39225,63,1
39226,64,1
39227,65,1
39228,66,1
39229,67,1
39230,68,1
39231,69,1
39232,70,1
39233,71,1
39234,72,1
39235,73,1
39236,74,1
39237,75,1
39238,76,1
39239,77,1
39240,78,1
39241,79,1
39242,80,1
39243,81,1
39244,82,1
39245,83,1
39246,84,1
39247,85,1
39248,86,1
39249,87,1
39250,88,1
39251,89,1
39252,90,1
39253,91,1
39254,92,1
39255,93,1
39256,94,1
39257,95,1
39258,96,1
39259,97,1
39260,98,1
39261,99,1
39262,100,1
39263,101,1
39264,102,1
39265,103,1
39266,104,1
39267,105,1
39268,106,1
39269,107,1
39270,108,1
39271,109,1
39272,110,1
39273,111,1
39274,112,1
39275,113,1
39276,114,1
39277,115,1
39278,116,1
39279,117,1
39280,118,1
39281,119,1
39282,120,1
39283,121,1
39284,122,1
39285,123,1
39286,124,1
39287,125,1
39288,126,1
39289,127,1
39290,128,1
39291,129,1
39292,130,1
39293,131,1
39294,132,1
39295,133,1
39296,134,1
39297,135,1
39298,136,1
39299,137,1
39300,138,1
39301,139,1
39302,140,1
39303,141,1
39304,142,1
39305,143,1
39306,144,1
39307,145,1
39308,146,1
39309,147,1
39310,148,1
39311,149,1
39312,150,1
39313,151,1
39314,152,1
39315,153,1
39316,154,1
39317,155,1
39318,156,1
39319,157,1
39320,158,1
39321,159,1
39322,160,1
39323,161,1
39324,162,1
39325,163,1
39326,164,1
39327,165,1
39328,166,1
39329,167,1
39330,168,1
39331,169,1
39332,170,1
39333,171,1
39334,172,1
39335,173,1
39336,174,1
39337,175,1
39338,176,1
39339,177,1
39340,178,1
39341,179,1
39342,180,1
39343,181,1
39344,182,1
39345,183,1
39346,184,1
39347,185,1
39348,186,1
39349,187,1
39350,188,1
39351,189,1
39352,190,1
39353,191,1
39354,192,1
39355,193,1
39356,194,1
39357,195,1
39358,196,1
39359,197,1
39360,198,1
39361,199,1
39362,200,1
39363,201,1
39364,202,1
39365,203,1
39366,204,1
39367,205,1
39368,206,1
39369,207,1
39370,208,1
39371,209,1
39372,210,1
39373,211,1
39374,212,1
39375,213,1
39376,214,1
39377,215,1
39378,216,1
39379,217,1
39380,218,1
39381,219,2
39382,220,1
39383,221,1
39384,222,1
39385,223,1
39386,224,1
39387,225,1
39388,226,1
39389,227,2
39390,228,2
39391,229,1
39392,230,2
39393,231,1
39394,232,2
39395,233,1
39396,234,1
39397,235,1
39398,236,1
39399,237,1
39400,238,2
39401,239,1
39402,240,1
39403,241,1
39404,242,1
39405,243,1
39406,244,1
39407,245,1
39408,246,1
39409,247,1
39410,248,1
39411,249,1
39412,250,1
39413,251,1
39414,252,1
39415,253,1
39416,254,1
39417,255,1
39418,256,1
39419,257,1
39420,258,1
39421,259,1
39422,260,1
39423,261,1
39424,262,1
39425,263,1
39426,264,1
39427,265,1
39428,266,1
39429,267,1
39430,268,1
39431,269,1
39432,270,1
39433,271,1
39434,272,1
39435,273,1
39436,274,1
39437,275,1
39438,276,1
39439,277,1
39440,278,1
39441,279,1
39442,280,1
39443,281,1
39444,282,1
39445,283,1
39446,284,1
39447,285,1
39448,286,1
39449,287,1
39450,288,1
39451,289,1
39452,290,1
39453,291,1
39454,292,1
39455,293,1
39456,294,1
39457,295,1
39458,296,1
39459,297,1
39460,298,1
39461,299,1
39462,300,1
39463,301,1
39464,302,1
39465,303,1
39466,304,1
39467,305,1
39468,306,1
39469,307,1
39470,308,1
39471,309,1
39472,310,1
39473,311,1
39474,312,1
39475,313,1
39476,314,1
39477,315,1
39478,316,1
39479,317,1
39480,318,1
39481,319,1
39482,320,1
39483,321,3
39484,322,1
39485,323,1
39486,324,1
39487,325,1
39488,326,1
39489,327,1
39490,328,1
39491,329,1
39492,330,1
39493,331,1
39494,332,1
39495,333,1
39496,334,1
39497,335,1
39498,336,1
39499,337,1
39500,338,1
39501,339,1
39502,340,1
39503,341,1
39504,342,1
39505,343,1
39506,344,1
39507,345,1
39508,346,1
39509,347,1
39510,348,1
39511,349,1
39512,350,1
39513,351,1
39514,352,1
39515,353,1
39516,354,1
39517,355,1
39518,356,1
39519,357,1
39520,358,1
39521,359,1
39522,360,1
39523,361,1
39524,362,1
39525,363,1
39526,364,1
39527,365,1
39528,366,1
39529,367,1
39530,368,1
39531,369,1
39532,370,1
39533,371,1
39534,372,1
39535,373,1
39536,374,1
39537,375,1
39538,376,1
39539,377,1
39540,378,1
39541,379,1
39542,380,1
39543,381,1
39544,382,1
39545,383,1
39546,384,1
39547,385,1
39548,386,1
39549,387,1
39550,388,1
39551,389,1
39552,390,1
39553,391,1
39554,392,1
39555,393,1
39556,394,1
39557,395,1
39558,396,1
39559,397,1
39560,398,1
39561,399,1
39562,400,1
39563,401,1
39564,402,1
39565,403,1
39566,404,1
39567,405,1
39568,406,1
39569,407,1
39570,408,1
39571,409,1
39572,410,1
39573,411,1
39574,412,1
39575,413,1
39576,414,1
39577,415,1
39578,416,1
39579,417,1
39580,418,4
39581,418,1
39582,419,1
39583,420,1
39584,421,1
39585,422,1
39586,423,1
39587,424,1
39588,425,1
39589,426,1
39590,427,1
39591,428,1
39592,429,1
39593,430,1
39594,431,1
39595,432,1
39596,433,1
39597,434,1
39598,435,1
39599,436,1
39600,437,1
39601,438,1
39602,439,1
39603,440,1
39604,441,1
39605,442,1
39606,443,1
39607,444,1
39608,445,1
39609,446,1
39610,447,1
39611,448,1
39612,449,1
39613,450,1
39614,451,1
39615,452,1
39616,453,1
39617,454,1
39618,455,1
39619,456,1
39620,457,1
39621,458,1
39622,459,1
39623,460,1
39624,461,1
39625,462,1
39626,463,1
39627,464,1
39628,465,1
39629,466,1
39630,467,1
39631,468,1
39632,469,1
39633,470,1
39634,471,1
39635,472,1
39636,473,1
39637,474,1
39638,475,1
39639,476,1
39640,477,1
39641,478,1
39642,479,1
39643,480,1
39644,481,1
39645,482,1
39646,483,1
39647,484,1
39648,485,1
39649,486,1
39650,487,1
39651,488,1
39652,489,1
39653,490,1
39654,491,1
39655,492,1
39656,493,1
39657,494,1
39658,495,1
39659,496,1
39660,497,1
39661,498,1
39662,499,1
39663,500,1
39664,501,1
39665,502,1
39666,503,1
39667,504,1
39668,505,1
39669,506,1
39670,507,1
39671,508,1
39672,509,1
39673,510,1
39674,511,1
39675,512,1
39676,513,1
39677,514,1
39678,515,1
39679,516,1
39680,517,1
39681,518,1
39682,519,1
39683,520,1
39684,521,1
39685,522,1
39686,523,1
39687,524,1
39688,525,1
39689,526,1
39690,527,1
39691,528,1
39692,529,1
39693,530,1
39694,531,1
39695,532,1
39696,533,1
39697,534,1
39698,535,1
39699,536,1
39700,537,1
39701,538,1
39702,539,1
39703,540,1
39704,541,1
39705,542,1
39706,543,1
39707,544,1
39708,545,1
39709,546,1
39710,547,1
39711,548,1
39712,549,1
39713,550,1
39714,551,1
39715,552,1
39716,553,1
39717,554,1
39718,555,1
39719,556,1
39720,557,1
39721,558,1
39722,559,1
39723,560,1
39724,561,1
39725,562,1
39726,563,1
39727,564,1
39728,565,1
39729,566,1
39730,567,1
39731,568,1
39732,569,1
39733,570,1
39734,571,1
39735,572,1
39736,573,1
39737,574,1
39738,575,1
39739,576,1
39740,577,1
39741,578,1
39742,579,1
39743,580,1
39744,581,1
39745,582,1
39746,583,1
39747,584,1
39748,585,1
39749,586,1
39750,587,1
39751,588,1
39752,589,1
39753,590,1
39754,591,1
39755,592,1
39756,593,1
39757,594,1
39758,595,1
39759,596,1
39760,597,1
39761,598,1
39762,599,1
39763,600,1
39764,601,1
39765,602,1
39766,603,1
39767,604,1
39768,605,1
39769,606,1
39770,607,1
39771,608,2
39772,608,4
39773,609,1
39774,610,1
39775,611,1
39776,612,1
39777,613,1
39778,614,1
39779,615,1
39780,616,1
39781,617,1
39782,618,1
39783,619,1
39784,620,1
39785,621,1
39786,622,1
39787,623,1
39788,624,1
39789,625,1
39790,626,1
39791,627,1
39792,628,1
39793,629,1
39794,630,1
39795,631,1
39796,632,1
39797,633,1
39798,634,1
39799,635,1
39800,636,1
39801,637,1
39802,638,1
39803,639,1
39804,640,1
39805,641,1
39806,642,1
39807,643,1
39808,644,1
39809,645,1
39810,646,1
39811,647,1
39812,648,1
39813,649,1
39814,650,1
39815,651,1
39816,652,1
39817,653,1
39818,654,1
39819,655,1
39820,656,1
39821,657,1
39822,658,1
39823,659,1
39824,660,1
39825,661,1
39826,662,1
39827,663,1
39828,664,1
39829,665,1
39830,666,1
39831,667,1
39832,668,1
39833,669,1
39834,670,1
39835,671,1
39836,672,1
39837,673,1
39838,674,1
39839,675,1
39840,676,1
39841,677,1
39842,678,1
39843,679,1
39844,680,1
39845,681,1
39846,682,1
39847,683,1
39848,684,1
39849,685,1
39850,686,1
39851,687,1
39852,688,1
39853,689,1
39854,690,1
39855,691,1
39856,692,1
39857,693,1
39858,694,1
39859,695,1
39860,696,1
39861,697,1
39862,698,1
39863,699,1
39864,700,1
39865,701,1
39866,702,1
39867,703,1
39868,704,1
39869,705,1
39870,706,1
39871,707,1
39872,708,1
39873,709,1
39874,710,1
39875,711,1
39876,712,1
39877,713,1
39878,714,1
39879,715,1
39880,716,1
39881,717,1
39882,718,1
39883,719,1
39884,720,1
39885,721,1
39886,722,1
39887,723,1
39888,724,1
39889,725,1
39890,726,1
39891,727,1
39892,728,1
39893,729,1
39894,730,1
39895,731,1
39896,732,1
39897,733,1
39898,734,1
39899,735,1
39900,736,1
39901,737,1
39902,738,1
39903,739,1
39904,740,1
39905,741,1
39906,742,1
39907,743,1
39908,744,1
39909,745,1
39910,746,1
39911,747,1
39912,748,1
39913,749,1
39914,750,1
39915,751,1
39916,752,1
39917,753,1
39918,754,1
39919,755,1
39920,756,1
39921,757,1
39922,758,1
39923,759,1
39924,760,1
39925,761,1
39926,762,1
39927,763,1
39928,764,1
39929,765,1
39930,766,1
39931,767,1
39932,768,1
39933,769,1
39934,770,1
39935,771,1
39936,772,1
39937,773,1
39938,774,1
39939,775,1
39940,776,1
39941,777,1
39942,778,1
39943,779,1
39944,780,1
39945,781,1
39946,782,1
39947,783,1
39948,784,1
39949,785,1
39950,786,1
39951,787,1
39952,788,1
39953,789,1
39954,790,1
39955,791,1
39956,792,1
39957,793,1
39958,794,1
39959,795,1
39960,796,1
39961,797,5
39962,798,5
39963,799,5
39964,800,5
39965,801,5
39966,802,5
39967,803,5
39968,804,5
39969,805,1
39970,806,1
39971,807,1
39972,808,1
39973,809,1
39974,810,1
39975,811,1
39976,812,1
39977,813,1
39978,814,1
39979,815,1
39980,816,1
39981,817,1
39982,818,1
39983,819,1
39984,820,1
39985,821,1
39986,822,1
39987,823,1
39988,824,1
39989,825,1
39990,826,2
39991,827,2
39992,828,2
39993,829,2
39994,830,1
39995,831,1
39996,832,1
39997,833,1
39998,834,1
39999,835,1
40000,836,1
40001,837,1
40002,838,1
40003,839,1
40004,840,1
40005,841,1
40006,842,1
40007,843,1
40008,844,1
40009,845,1
40010,846,1
40011,847,1
40012,848,1
40013,849,1
40014,850,1
40015,851,1
40016,852,1
40017,853,1
40018,854,1
40019,855,1
40020,856,1
40021,857,1
40022,858,1
40023,859,1
40024,860,1
40025,861,1
40026,862,1
40027,863,1
40028,864,1
40029,865,1
40030,866,1
40031,867,1
40032,868,1
40033,869,1
40034,870,1
40035,871,1
40036,872,1
40037,873,1
40038,874,1
40039,875,1
40040,876,1
40041,877,1
40042,878,1
40043,879,1
40044,880,1
40045,881,1
40046,882,1
40047,883,1
40048,884,1
40049,885,1
40050,886,1
40051,887,1
40052,888,1
40053,889,1
40054,890,1
40055,891,1
40056,892,1
40057,893,1
40058,894,1
40059,895,1
40060,896,1
40061,897,1
40062,898,1
40063,899,1
40064,900,1
40065,901,1
40066,902,1
40067,903,1
40068,904,1
40069,905,1
40070,906,1
40071,907,1
40072,908,1
40073,909,1
40074,910,1
40075,911,1
40076,912,1
40077,913,1
40078,914,1
40079,915,1
40080,916,1
40081,917,1
40082,918,1
40083,919,1
40084,920,1
40085,921,1
40086,922,1
40087,923,1
40088,924,1
40089,925,1
40090,926,1
40091,927,1
40092,928,1
40093,929,1
40094,930,1
40095,931,1
40096,932,1
40097,933,1
40098,934,1
40099,935,1
40100,936,1
40101,937,1
40102,938,1
40103,939,1
40104,940,1
40105,941,1
40106,942,1
40107,943,1
40108,944,1
40109,945,1
40110,946,1
40111,947,1
40112,948,1
40113,949,1
40114,950,1
40115,951,1
40116,952,1
40117,953,1
40118,954,1
40119,955,1
40120,956,1
40121,957,1
40122,958,1
40123,959,1
40124,960,1
40125,961,1
40126,962,1
40127,963,1
40128,964,1
40129,965,1
40130,966,1
40131,967,1
40132,968,1
40133,969,1
40134,970,1
40135,971,1
40136,972,1
40137,973,1
40138,974,1
40139,975,1
40140,976,1
40141,977,1
40142,978,1
40143,979,1
40144,980,1
40145,981,1
40146,982,1
40147,983,1
40148,984,1
40149,985,1
40150,986,1
40151,987,1
40152,988,1
40153,989,1
40154,990,1
40155,991,1
40156,992,1
40157,993,1
40158,994,1
40159,995,1
40160,996,1
40161,997,1
40162,998,1
40163,999,1
40164,1000,1
40165,1001,1
40166,1002,1
40167,1003,1
40168,1004,1
40169,1005,1
40170,1006,1
40171,1007,1
40172,1008,1
40173,1009,1
40174,1010,6
40175,1011,6
40176,1012,6
40177,1013,6
40178,1014,1
40179,1015,1
40180,1016,1
40181,1017,1
40182,1018,1
40183,1019,1
40184,1020,1
40185,1021,1
40186,1022,1
40187,1023,1
40188,1024,1
40189,1025,1
40190,1026,1
40191,1027,1
40192,1028,1
40193,1029,1
40194,1030,1
40195,1031,1
40196,1032,1
40197,1033,1
40198,1034,1
40199,1035,1
40200,1036,1
40201,1037,1
40202,1038,1
40203,1039,1
40204,1040,1
40205,1041,1
40206,1042,1
40207,1043,1
40208,1044,1
40209,1045,1
40210,1046,1
40211,1047,1
40212,1048,1
40213,1049,1
40214,1050,1
40215,1051,1
40216,1052,1
40217,1053,1
40218,1054,1
40219,1055,1
40220,1056,1
40221,1057,1
40222,1058,1
40223,1059,1
40224,1060,1
40225,1061,1
40226,1062,1
40227,1063,1
40228,1064,1
40229,1065,1
40230,1066,1
40231,1067,1
40232,1068,1
40233,1069,1
40234,1070,1
40235,1071,1
40236,1072,1
40237,1073,1
40238,1074,1
40239,1075,1
40240,1076,1
40241,1077,1
40242,1078,1
40243,1079,1
40244,1080,1
40245,1081,1
40246,1082,1
40247,1083,1
40248,1084,1
40249,1085,1
40250,1086,1
40251,1087,1
40252,1088,1
40253,1089,1
40254,1090,1
40255,1091,1
40256,1092,1
40257,1093,1
40258,1094,1
40259,1095,1
40260,1096,1
40261,1097,1
40262,1098,1
40263,1099,1
40264,1100,1
40265,1101,1
40266,1102,1
40267,1103,1
40268,1104,1
40269,1105,1
40270,1106,1
40271,1107,1
40272,1108,1
40273,1109,1
40274,1110,1
40275,1111,1
40276,1112,1
40277,1113,1
40278,1114,1
40279,1115,1
40280,1116,1
40281,1117,1
40282,1118,1
40283,1119,1
40284,1120,1
40285,1121,1
40286,1122,1
40287,1123,1
40288,1124,1
40289,1125,1
40290,1126,1
40291,1127,1
40292,1128,1
40293,1129,1
40294,1130,1
40295,1131,1
40296,1132,1
40297,1133,1
40298,1134,1
40299,1135,1
40300,1136,1
40301,1137,1
40302,1138,1
40303,1139,1
40304,1140,1
40305,1141,1
40306,1142,1
40307,1143,1
40308,1144,1
40309,1145,1
40310,1146,1
40311,1147,1
40312,1148,1
40313,1149,1
40314,1150,1
40315,1151,1
40316,1152,1
40317,1153,1
40318,1154,1
40319,1155,1
40320,1156,1
40321,1157,1
40322,1158,1
40323,1159,1
40324,1160,1
40325,1161,1
40326,1162,1
40327,1163,1
40328,1164,1
40329,1165,1
40330,1166,1
40331,1167,1
40332,1168,1
40333,1169,1
40334,1170,1
40335,1171,1
40336,1172,1
40337,1173,1
40338,1174,1
40339,1175,1
40340,1176,1
40341,1177,1
40342,1178,1
40343,1179,1
40344,1180,1
40345,1181,1
40346,1182,1
40347,1183,1
40348,1184,1
40349,1185,1
40350,1186,1
40351,1187,1
40352,1188,1
40353,1189,1
40354,1190,1
40355,1191,1
40356,1192,1
40357,1193,1
40358,1194,1
40359,1195,1
40360,1196,1
40361,1197,1
40362,1198,1
40363,1199,1
40364,1200,1
40365,1201,1
40366,1202,1
40367,1203,1
40368,1204,1
40369,1205,1
40370,1206,1
40371,1207,1
40372,1208,1
40373,1209,1
40374,1210,1
40375,1211,1
40376,1212,1
40377,1213,1
40378,1214,1
40379,1215,1
40380,1216,1
40381,1217,1
40382,1218,1
40383,1219,1
40384,1220,1
40385,1221,1
40386,1222,1
40387,1223,1
40388,1224,1
40389,1225,1
40390,1226,1
40391,1227,1
40392,1228,1
40393,1229,1
40394,1230,1
40395,1231,1
40396,1232,1
40397,1233,1
40398,1234,1
40399,1235,1
40400,1236,1
40401,1237,1
40402,1238,1
40403,1239,1
40404,1240,1
40405,1241,1
40406,1242,1
40407,1243,1
40408,1244,1
40409,1245,1
40410,1246,1
40411,1247,1
40412,1248,1
40413,1249,1
40414,1250,1
40415,1251,1
40416,1252,1
40417,1253,1
40418,1254,1
40419,1255,1
40420,1256,1
40421,1257,5
40422,1258,1
40423,1259,1
40424,1260,1
40425,1261,1
40426,1262,1
40427,1263,1
40428,1264,1
40429,1265,1
40430,1266,1
40431,1267,1
40432,1268,1
40433,1269,1
40434,1270,1
40435,1271,1
40436,1272,1
40437,1273,1
40438,1274,1
40439,1275,1
40440,1276,1
40441,1277,1
40442,1278,1
40443,1279,1
40444,1280,1
40445,1281,1
40446,1282,1
40447,1283,1
40448,1284,1
40449,1285,1
40450,1286,1
40451,1287,1
40452,1288,1
40453,1289,1
40454,1290,1
40455,1291,1
40456,1292,1
40457,1293,1
40458,1294,1
40459,1295,1
40460,1296,1
40461,1297,1
40462,1298,1
40463,1299,1
40464,1300,1
40465,1301,1
40466,1302,1
40467,1303,1
40468,1304,1
40469,1305,1
40470,1306,1
40471,1307,1
40472,1308,1
40473,1309,1
40474,1310,1
40475,1311,1
40476,1312,1
40477,1313,1
40478,1314,1
40479,1315,1
